name,gender,nom_category,year
Jane Robinson,female,Costume Design,1989
Gary Jones,male,Costume Design,2000
Jeffrey Kurland,male,Costume Design,1995
Aggie Guerard Rodgers,female,Costume Design,1986
Monique Prudhomme,female,Costume Design,2010
Verna Fields,female,Film Editing,1974
Ellsworth Hoagland,male,Film Editing,1936
Bud S. Smith,male,Film Editing,1984
Bud S. Smith,male,Film Editing,1974
David Blewitt,male,Film Editing,1981
Chester Schaeffer,male,Film Editing,1952
Otto Ludwig,male,Film Editing,1954
Robert Leighton,male,Film Editing,1993
Simona Paggi,female,Film Editing,1999
Edward M. Abroms,male,Film Editing,1984
Samuel E. Beetley,male,Film Editing,1963
Samuel E. Beetley,male,Film Editing,1968
John F. Link,male,Film Editing,1989
Angelo Ross,male,Film Editing,1978
Earle Herdan,male,Film Editing,1970
Roland Gross,male,Film Editing,1945
William S. Gray,male,Film Editing,1937
Tom Cross,male,Film Editing,2015
Tom Cross,male,Film Editing,2017
Tom McArdle,male,Film Editing,2016
Frank Bracht,male,Film Editing,1969
John McSweeney junior,male,Film Editing,1963
Joe Walker,male,Film Editing,2014
Joe Walker,male,Film Editing,2017
Fred R. Feitshans Jr.,male,Film Editing,1969
Jay Friedkin,male,Film Editing,1996
Michael Chandler,male,Film Editing,1985
Scott Squires,male,Visual Effects,2000
Scott Squires,male,Visual Effects,1995
Scott Squires,male,Visual Effects,1997
Matthew E. Butler,male,Visual Effects,2012
David Schaub,male,Visual Effects,2011
Tom Woodruff Jr.,male,Visual Effects,1993
Tom Woodruff Jr.,male,Visual Effects,1993
Janek Sirrs,male,Visual Effects,2011
Janek Sirrs,male,Visual Effects,2013
Janek Sirrs,male,Visual Effects,2000
Patrick Tubach,male,Visual Effects,2019
George Gibbs,male,Visual Effects,1993
George Gibbs,male,Visual Effects,1985
George Gibbs,male,Visual Effects,1989
Joe Farrell,male,Visual Effects,2011
Kit West,male,Visual Effects,1982
Kit West,male,Visual Effects,1997
Kit West,male,Visual Effects,1986
Michael Owens,male,Visual Effects,2011
Scott E. Anderson,male,Visual Effects,1998
Scott E. Anderson,male,Visual Effects,2001
Scott E. Anderson,male,Visual Effects,1996
John Cox,male,Visual Effects,1996
Terry Frazee,male,Visual Effects,2004
Steve Williams,male,Visual Effects,1995
Nicholas Brooks,male,Visual Effects,1999
Chris Lawrence,male,Visual Effects,2014
Chris Lawrence,male,Visual Effects,2016
Emil Kosa Jr.,male,Visual Effects,1964
Eric Reynolds,male,Visual Effects,2014
Matt Sweeney,male,Visual Effects,1996
Jon Thum,male,Visual Effects,2007
Jon Thum,male,Visual Effects,2000
Robert Skotak,male,Visual Effects,1992
Robert Skotak,male,Visual Effects,1987
Ben Morris,male,Visual Effects,2008
Cameron Waldbauer,male,Visual Effects,2015
Cameron Waldbauer,male,Visual Effects,2016
Steven Warner,male,Visual Effects,2016
Andrew Jackson,male,Visual Effects,2016
Lou Pecora,male,Visual Effects,2015
Neil Krepela,male,Visual Effects,1985
Neil Krepela,male,Visual Effects,1994
Robert M. Greenberg,male,Visual Effects,1988
Eric Leighton,male,Visual Effects,1994
Adam Valdez,male,Visual Effects,2017
Jason Billington,male,Visual Effects,2017
Ben Burtt,male,Sound Mixing,1984
Ben Burtt,male,Sound Mixing,2009
Ben Burtt,male,Sound Mixing,1990
Ren Klyce,male,Sound Mixing,2012
Ren Klyce,male,Sound Mixing,2011
Ren Klyce,male,Sound Mixing,2009
Fred Hynes,male,Sound Mixing,1959
Fred Hynes,male,Sound Mixing,1956
Fred Hynes,male,Sound Mixing,1966
Fred Hynes,male,Sound Mixing,1961
Fred Hynes,male,Sound Mixing,1964
Fred Hynes,male,Sound Mixing,1962
Fred Hynes,male,Sound Mixing,1960
Ben Burtt,male,Sound Editing,1983
Ben Burtt,male,Sound Editing,1984
Ben Burtt,male,Sound Editing,2009
Ben Burtt,male,Sound Editing,2000
Ben Burtt,male,Sound Editing,1990
Ben Burtt,male,Sound Editing,1989
Don Sharpe,male,Sound Editing,1987
Ren Klyce,male,Sound Editing,2012
Ren Klyce,male,Sound Editing,2000
George Watters II,male,Sound Editing,2007
George Watters II,male,Sound Editing,1999
George Watters II,male,Sound Editing,1992
George Watters II,male,Sound Editing,1996
George Watters II,male,Sound Editing,1991
George Watters II,male,Sound Editing,1987
Michael Silvers,male,Sound Editing,2011
Michael Silvers,male,Sound Editing,2010
Michael Silvers,male,Sound Editing,2008
Michael Silvers,male,Sound Editing,2005
Alan Robert Murray,male,Sound Editing,2007
Alan Robert Murray,male,Sound Editing,1997
Alan Robert Murray,male,Sound Editing,2015
Alan Robert Murray,male,Sound Editing,2016
Alan Robert Murray,male,Sound Editing,2017
Franz Waxman,male,Original Score,1939
Franz Waxman,male,Original Score,1941
Franz Waxman,male,Original Score,1963
Michel Legrand,male,Original Score,1966
Miklós Rózsa,male,Original Score,1941
Jóhann Jóhannsson,male,Original Score,2015
Jóhann Jóhannsson,male,Original Score,2016
John Debney,male,Original Score,2005
John Morris,male,Original Score,1981
Jerry Goldsmith,male,Original Score,1983
Jerry Goldsmith,male,Original Score,1984
Jerry Goldsmith,male,Original Score,1967
Jerry Goldsmith,male,Original Score,1993
Jerry Goldsmith,male,Original Score,1980
Jerry Goldsmith,male,Original Score,1977
Jerry Goldsmith,male,Original Score,1966
Jerry Goldsmith,male,Original Score,1963
Jerry Goldsmith,male,Original Score,1987
Jerry Goldsmith,male,Original Score,1971
Jerry Goldsmith,male,Original Score,1979
Alexandre Desplat,male,Original Score,2011
Alexandre Desplat,male,Original Score,2010
Alexandre Desplat,male,Original Score,2009
Alexandre Desplat,male,Original Score,2007
Alexandre Desplat,male,Original Score,2013
Alexandre Desplat,male,Original Score,2014
Alexandre Desplat,male,Original Score,2015
Alexandre Desplat,male,Original Score,2015
Alan Silvestri,male,Original Score,1995
Randy Newman,male,Original Score,1982
Randy Newman,male,Original Score,1985
Randy Newman,male,Original Score,2002
Randy Newman,male,Original Score,1991
Victor Young,male,Original Score,1941
Victor Young,male,Original Score,1941
Alfred Newman,male,Original Score,1939
Alfred Newman,male,Original Score,1940
Alfred Newman,male,Original Score,1940
Alfred Newman,male,Original Score,1941
Alfred Newman,male,Original Score,1966
Alfred Newman,male,Original Score,1964
Alfred Newman,male,Original Score,1971
Bill Conti,male,Original Score,1984
John Corigliano,male,Original Score,2000
John Corigliano,male,Original Score,1981
Marco Beltrami,male,Original Score,2010
Marco Beltrami,male,Original Score,2008
Dave Grusin,male,Original Score,1982
Dave Grusin,male,Original Score,1980
Dave Grusin,male,Original Score,1991
Dave Grusin,male,Original Score,1990
Dave Grusin,male,Original Score,1989
Dave Grusin,male,Original Score,1994
Dave Grusin,male,Original Score,1979
Cong Su,male,Original Score,1988
Atticus Ross,male,Original Score,2011
Frank De Vol,male,Original Score,1965
Richard Robbins,male,Original Score,1993
Richard Robbins,male,Original Score,1994
Laurence Rosenthal,male,Original Score,1965
Dustin O'Halloran,male,Original Score,2017
Micachu,female,Original Score,2017
Jerry Fielding,male,Original Score,1977
Marvin Hatley,male,Original Score,1939
Robert Russell Bennett,male,Original Score,1939
Buck Sanders,male,Original Score,2010
Gary Yershon,male,Original Score,2015
Justin Hurwitz,male,Original Score,2017
Chris Boardman,male,Original Score,1986
Chris Walas,male,Makeup and Hairstyling,1987
Greg Cannom,male,Makeup and Hairstyling,2009
Greg Cannom,male,Makeup and Hairstyling,1993
Greg Cannom,male,Makeup and Hairstyling,1993
Greg Cannom,male,Makeup and Hairstyling,2000
Greg Cannom,male,Makeup and Hairstyling,1998
Greg Cannom,male,Makeup and Hairstyling,2002
Greg Cannom,male,Makeup and Hairstyling,1992
Greg Cannom,male,Makeup and Hairstyling,1996
Greg Cannom,male,Makeup and Hairstyling,1994
Sarah Monzani,female,Makeup and Hairstyling,1983
David LeRoy Anderson,male,Makeup and Hairstyling,2006
David LeRoy Anderson,male,Makeup and Hairstyling,1998
David LeRoy Anderson,male,Makeup and Hairstyling,1997
Dick Smith,male,Makeup and Hairstyling,1985
Dick Smith,male,Makeup and Hairstyling,1990
Rob Bottin,male,Makeup and Hairstyling,1987
Yolanda Toussieng,female,Makeup and Hairstyling,2011
Yolanda Toussieng,female,Makeup and Hairstyling,2004
Yolanda Toussieng,female,Makeup and Hairstyling,1995
Yolanda Toussieng,female,Makeup and Hairstyling,1994
Aldo Signoretti,male,Makeup and Hairstyling,2010
Aldo Signoretti,male,Makeup and Hairstyling,2007
Aldo Signoretti,male,Makeup and Hairstyling,2002
Manlio Rocchetti,male,Makeup and Hairstyling,1990
Frances Hannon,female,Makeup and Hairstyling,2015
David Martí,male,Makeup and Hairstyling,2007
Amanda Knight,female,Makeup and Hairstyling,2012
Jo Allen,female,Makeup and Hairstyling,2005
Lisa Tomblin,female,Makeup and Hairstyling,2012
Lisa Westcott,female,Makeup and Hairstyling,2013
Lisa Westcott,female,Makeup and Hairstyling,1999
Lisa Westcott,female,Makeup and Hairstyling,1998
Manolo García,male,Makeup and Hairstyling,2005
Mindy Hall,female,Makeup and Hairstyling,2010
Scott Wheeler,male,Makeup and Hairstyling,1997
Martial Corneville,male,Makeup and Hairstyling,2012
Hallie D'Amore,female,Makeup and Hairstyling,1995
Daniel C. Striepeke,male,Makeup and Hairstyling,1999
Daniel C. Striepeke,male,Makeup and Hairstyling,1995
Christine Blundell,female,Makeup and Hairstyling,2000
Ken Diaz,male,Makeup and Hairstyling,1996
Ken Diaz,male,Makeup and Hairstyling,1990
Barbara Lorenz,female,Makeup and Hairstyling,2003
Jon Henry Gordon,male,Makeup and Hairstyling,2010
Robin Mathews,female,Makeup and Hairstyling,2014
Greg Nelson,male,Makeup and Hairstyling,1990
Peter Owen,male,Makeup and Hairstyling,2002
Paul Pattison,male,Makeup and Hairstyling,1996
Trefor Proud,male,Makeup and Hairstyling,2000
Stephen Prouty,male,Makeup and Hairstyling,2014
Martin Samuel,male,Makeup and Hairstyling,2008
Martin Samuel,male,Makeup and Hairstyling,2013
Martin Samuel,male,Makeup and Hairstyling,2004
Mike Smithson,male,Makeup and Hairstyling,2000
Valli O'Reilly,female,Makeup and Hairstyling,2005
Bill Corso,male,Makeup and Hairstyling,2007
Bill Corso,male,Makeup and Hairstyling,2005
Bill Corso,male,Makeup and Hairstyling,2015
Dennis Liddiard,male,Makeup and Hairstyling,2015
Elka Wardega,female,Makeup and Hairstyling,2016
Siân Grigg,female,Makeup and Hairstyling,2016
Duncan Jarman,male,Makeup and Hairstyling,2016
Eva von Bahr,female,Makeup and Hairstyling,2016
Eva von Bahr,female,Makeup and Hairstyling,2017
Carl Fullerton,male,Makeup and Hairstyling,1986
Carl Fullerton,male,Makeup and Hairstyling,1994
Peter Robb-King,male,Makeup and Hairstyling,1987
Fabrizio Sforza,male,Makeup and Hairstyling,1990
Alan D'Angerio,male,Makeup and Hairstyling,1994
Deborah La Mia Denaver,female,Makeup and Hairstyling,1997
Gail Rowell-Ryan,female,Makeup and Hairstyling,2001
Adrien Morot,male,Makeup and Hairstyling,2011
Peter Montagna,male,Makeup and Hairstyling,2013
Matthew Wood,male,Sound Editing,2009
Matthew Wood,male,Sound Editing,2008
Matthew Wood,male,Sound Editing,2016
Matthew Wood,male,Sound Editing,2018
Paul N. J. Ottosson,male,Sound Editing,2010
Paul N. J. Ottosson,male,Sound Editing,2013
Paul N. J. Ottosson,male,Sound Editing,2005
F. Hudson Miller,male,Sound Editing,1992
Gordon Daniel,male,Sound Editing,1967
Jay Boekelheide,male,Sound Editing,1984
Louis Edemann,male,Sound Editing,1989
John Leveque,male,Sound Editing,1993
John Leveque,male,Sound Editing,1995
John Leveque,male,Sound Editing,1996
John Leveque,male,Sound Editing,1994
John Poyner,male,Sound Editing,1968
Norman Wanstall,male,Sound Editing,1965
Mike Hopkins,male,Sound Editing,2008
Mike Hopkins,male,Sound Editing,2006
Ethan Van der Ryn,male,Sound Editing,2012
Ethan Van der Ryn,male,Sound Editing,2008
Ethan Van der Ryn,male,Sound Editing,2013
Ethan Van der Ryn,male,Sound Editing,2006
Walter Elliott,male,Sound Editing,1964
Skip Lievsay,male,Sound Editing,2011
Skip Lievsay,male,Sound Editing,2008
Tom Myers,male,Sound Editing,2011
Tom Myers,male,Sound Editing,2010
Victor Ray Ennis,male,Sound Editing,2012
Mark Stoeckinger,male,Sound Editing,2011
Mark Stoeckinger,male,Sound Editing,2010
Mark Stoeckinger,male,Sound Editing,1998
Walter Rossi,male,Sound Editing,1967
Walter Rossi,male,Sound Editing,1966
Milton Burrow,male,Sound Editing,1990
David E. Stone,male,Sound Editing,1993
Karen Baker Landers,female,Sound Editing,2008
Karen Baker Landers,female,Sound Editing,2013
Gwendolyn Yates Whittle,female,Sound Editing,2011
Gwendolyn Yates Whittle,female,Sound Editing,2010
Frank E. Eulner,male,Sound Editing,2009
Tom McCarthy,male,Sound Editing,1993
Gregg Baxter,male,Sound Editing,1994
Mark A. Mangini,male,Sound Editing,1993
Mark A. Mangini,male,Sound Editing,1998
Mark A. Mangini,male,Sound Editing,1987
Mark A. Mangini,male,Sound Editing,2016
Sean McCormack,male,Sound Editing,2007
Oliver Tarney,male,Sound Editing,2014
Oliver Tarney,male,Sound Editing,2016
Chris Ward,male,Sound Editing,2014
Andrew DeCristofaro,male,Sound Editing,2015
Martín Hernández,male,Sound Editing,2015
Martín Hernández,male,Sound Editing,2016
Becky Sullivan,female,Sound Editing,2015
Andy Wright,male,Sound Editing,2017
Robert Mackenzie,male,Sound Editing,2017
Mildred Iatrou Morgan,female,Sound Editing,2017
Hans Zimmer,male,Original Score,2011
Hans Zimmer,male,Original Score,2010
Hans Zimmer,male,Original Score,2001
Hans Zimmer,male,Original Score,1995
Hans Zimmer,male,Original Score,1989
Hans Zimmer,male,Original Score,2015
Maurice Jarre,male,Original Score,1978
Maurice Jarre,male,Original Score,1985
Maurice Jarre,male,Original Score,1991
Maurice Jarre,male,Original Score,1966
Maurice Jarre,male,Original Score,1963
Maurice Jarre,male,Original Score,1989
Maurice Jarre,male,Original Score,1986
Herbie Hancock,male,Original Score,1987
Owen Pallett,male,Original Score,2014
Henry Mancini,male,Original Score,1980
Henry Mancini,male,Original Score,1965
Henry Mancini,male,Original Score,1971
Philip Glass,male,Original Score,2007
Philip Glass,male,Original Score,2003
Aaron Copland,male,Original Score,1940
Aaron Copland,male,Original Score,1941
Danny Elfman,male,Original Score,2009
Danny Elfman,male,Original Score,2004
James Newton Howard,male,Original Score,2009
James Newton Howard,male,Original Score,2008
James Newton Howard,male,Original Score,2005
James Newton Howard,male,Original Score,1992
James Newton Howard,male,Original Score,1994
Trent Reznor,male,Original Score,2011
Bernard Herrmann,male,Original Score,1977
Bernard Herrmann,male,Original Score,1977
Tan Dun,male,Original Score,2001
Marvin Hamlisch,male,Original Score,1983
Marvin Hamlisch,male,Original Score,1978
Alex North,male,Original Score,1982
Alex North,male,Original Score,1967
Alex North,male,Original Score,1985
Alex North,male,Original Score,1966
Alex North,male,Original Score,1964
Victor Young,male,Original Score,1939
Victor Young,male,Original Score,1939
Victor Young,male,Original Score,1940
Victor Young,male,Original Score,1940
Victor Young,male,Original Score,1940
Victor Young,male,Original Score,1941
Carter Burwell,male,Original Score,2016
Georges Delerue,male,Original Score,1978
Georges Delerue,male,Original Score,1980
Georges Delerue,male,Original Score,1986
Louis Silvers,male,Original Score,1939
Caiphus Semenya,male,Original Score,1986
Lud Gluskin,male,Original Score,1940
John Addison,male,Original Score,1964
William Butler,male,Original Score,2014
Werner Janssen,male,Original Score,1939
Werner Janssen,male,Original Score,1940
Jerry Hey,male,Original Score,1986
Edmund H. Hansen,male,Sound Mixing,1936
Edmund H. Hansen,male,Sound Mixing,1944
Edmund H. Hansen,male,Sound Mixing,1939
Edmund H. Hansen,male,Sound Mixing,1942
Edmund H. Hansen,male,Sound Mixing,1937
Edmund H. Hansen,male,Sound Mixing,1935
Edmund H. Hansen,male,Sound Mixing,1940
Edmund H. Hansen,male,Sound Mixing,1943
Edmund H. Hansen,male,Sound Mixing,1941
Edmund H. Hansen,male,Sound Mixing,1938
Edmund H. Hansen,male,Sound Mixing,1945
John O. Aalberg,male,Sound Mixing,1942
John O. Aalberg,male,Sound Mixing,1937
John O. Aalberg,male,Sound Mixing,1940
John O. Aalberg,male,Sound Mixing,1941
John O. Aalberg,male,Sound Mixing,1938
John O. Aalberg,male,Sound Mixing,1955
John O. Aalberg,male,Sound Mixing,1947
John O. Aalberg,male,Sound Mixing,1952
Michael Semanick,male,Sound Mixing,2012
Michael Semanick,male,Sound Mixing,2011
Michael Semanick,male,Sound Mixing,2009
Michael Semanick,male,Sound Mixing,2009
Michael Semanick,male,Sound Mixing,2008
Michael Semanick,male,Sound Mixing,2006
Michael Semanick,male,Sound Mixing,2004
Michael Semanick,male,Sound Mixing,2003
Michael Semanick,male,Sound Mixing,2002
Michael Semanick,male,Sound Mixing,2014
Charles L. Lootens,male,Sound Mixing,1939
Charles L. Lootens,male,Sound Mixing,1942
Charles L. Lootens,male,Sound Mixing,1940
Charles L. Lootens,male,Sound Mixing,1941
Michael J. Kohut,male,Sound Mixing,1982
Michael J. Kohut,male,Sound Mixing,1984
Michael J. Kohut,male,Sound Mixing,1988
Michael J. Kohut,male,Sound Mixing,1985
Michael J. Kohut,male,Sound Mixing,1980
Michael J. Kohut,male,Sound Mixing,1981
Michael J. Kohut,male,Sound Mixing,1991
Bill Nelson,male,Sound Mixing,1988
Bill Nelson,male,Sound Mixing,1987
Bo Persson,male,Sound Mixing,2012
Brian Saunders,male,Sound Mixing,1989
Curly Thirlwell,male,Sound Mixing,1976
Curly Thirlwell,male,Sound Mixing,1979
David M. Ronne,male,Sound Mixing,1982
David M. Ronne,male,Sound Mixing,1985
David M. Ronne,male,Sound Mixing,1986
Douglas Ganton,male,Sound Mixing,1995
Eugene Gearty,male,Sound Mixing,2003
Guillaume Leriche,male,Sound Mixing,2002
Jean Umansky,male,Sound Mixing,2002
John Aldred,male,Sound Mixing,1970
John Aldred,male,Sound Mixing,1972
John Midgley,male,Sound Mixing,2012
John Midgley,male,Sound Mixing,2011
John Midgley,male,Sound Mixing,2000
Kirk Francis,male,Sound Mixing,2008
Kirk Francis,male,Sound Mixing,1998
Mac Dalgleish,male,Sound Mixing,1945
Mike Le Mare,male,Sound Mixing,1983
Nicolas Le Messurier,male,Sound Mixing,1985
Nicolas Le Messurier,male,Sound Mixing,1987
Nicolas Le Messurier,male,Sound Mixing,1979
Richard Rogers,male,Sound Mixing,1987
Rick Dior,male,Sound Mixing,1996
"Robert W. Glass, Jr.",male,Sound Mixing,1982
"Robert W. Glass, Jr.",male,Sound Mixing,1979
Robin O'Donoghue,male,Sound Mixing,1983
Robin O'Donoghue,male,Sound Mixing,1999
Tex Rudloff,male,Sound Mixing,1979
Tony Lamberti,male,Sound Mixing,2010
Vincent Arnardi,male,Sound Mixing,2002
Wayne Artman,male,Sound Mixing,1988
Stuart Wilson,male,Sound Mixing,2012
Stuart Wilson,male,Sound Mixing,2013
Stuart Wilson,male,Sound Mixing,2016
Stuart Wilson,male,Sound Mixing,2017
Greg Orloff,male,Sound Mixing,2011
Greg Orloff,male,Sound Mixing,2008
Greg Orloff,male,Sound Mixing,2005
Greg Orloff,male,Sound Mixing,2014
Jean-Louis Ducarme,male,Sound Mixing,1978
Mark Taylor,male,Sound Mixing,2014
Mark Taylor,male,Sound Mixing,2016
Jim Stuebe,male,Sound Mixing,2008
Ennio Morricone,male,Original Score,1988
Ennio Morricone,male,Original Score,2001
Ennio Morricone,male,Original Score,1992
Ennio Morricone,male,Original Score,1987
Ennio Morricone,male,Original Score,1979
Ennio Morricone,male,Original Score,2016
A. R. Rahman,male,Original Score,2011
A. R. Rahman,male,Original Score,2009
Elmer Bernstein,male,Original Score,1967
Elmer Bernstein,male,Original Score,2003
Elmer Bernstein,male,Original Score,1963
Elmer Bernstein,male,Original Score,1994
Elmer Bernstein,male,Original Score,1968
John Williams,male,Original Score,1983
John Williams,male,Original Score,1988
John Williams,male,Original Score,2006
John Williams,male,Original Score,1985
John Williams,male,Original Score,2000
John Williams,male,Original Score,2005
John Williams,male,Original Score,1992
John Williams,male,Original Score,1991
John Williams,male,Original Score,2014
Vangelis,male,Original Score,1982
Michael Giacchino,male,Original Score,2010
Michael Giacchino,male,Original Score,2008
Francis Lai,male,Original Score,1971
Alberto Iglesias,male,Original Score,2012
Alberto Iglesias,male,Original Score,2008
Alberto Iglesias,male,Original Score,2006
George Fenton,male,Original Score,1983
George Fenton,male,Original Score,1988
George Fenton,male,Original Score,1992
George Fenton,male,Original Score,1989
Jan A. P. Kaczmarek,male,Original Score,2005
Javier Navarrete,male,Original Score,2007
Meredith Willson,male,Original Score,1941
Mychael Danna,male,Original Score,2013
Leonard Rosenman,male,Original Score,1984
Leonard Rosenman,male,Original Score,1987
Paul Smith,male,Original Score,1941
Roy Webb,male,Original Score,1941
Louis Gruenberg,male,Original Score,1941
Herbert Stothart,male,Original Score,1939
Herbert Stothart,male,Original Score,1940
Herbert Stothart,male,Original Score,1941
Richard M. Sherman,male,Original Score,1965
Jack Hayes,male,Original Score,1986
Jorge Calandrelli,male,Original Score,1986
Steven Price,male,Original Score,2014
Frank Cordell,male,Original Score,1971
Jeremy Lubbock,male,Original Score,1986
Joel Rosenbaum,male,Original Score,1986
James Horner,male,Original Score,2010
James Horner,male,Original Score,2004
James Horner,male,Original Score,2002
James Horner,male,Original Score,1990
James Horner,male,Original Score,1987
Frank Skinner,male,Original Score,1941
Werner R. Heymann,male,Original Score,1941
Ernest Gold,male,Original Score,1964
Lalo Schifrin,male,Original Score,1980
Lalo Schifrin,male,Original Score,1977
Lalo Schifrin,male,Original Score,1968
Elliot Goldenthal,male,Original Score,2003
Elliot Goldenthal,male,Original Score,1995
Gustavo Santaolalla,male,Original Score,2007
Gustavo Santaolalla,male,Original Score,2006
Erich Wolfgang Korngold,male,Original Score,1939
John Powell,male,Original Score,2011
Thomas Newman,male,Original Score,2009
Thomas Newman,male,Original Score,2007
Thomas Newman,male,Original Score,2013
Thomas Newman,male,Original Score,2000
Thomas Newman,male,Original Score,2004
Thomas Newman,male,Original Score,2005
Thomas Newman,male,Original Score,2003
Thomas Newman,male,Original Score,1995
Thomas Newman,male,Original Score,1995
Thomas Newman,male,Original Score,2014
Thomas Newman,male,Original Score,2016
Thomas Newman,male,Original Score,2017
Max Steiner,male,Original Score,1940
Max Steiner,male,Original Score,1940
Max Steiner,male,Original Score,1941
Dario Marianelli,male,Original Score,2008
Dario Marianelli,male,Original Score,2013
Dario Marianelli,male,Original Score,2006
Gabriel Yared,male,Original Score,2000
Gabriel Yared,male,Original Score,2004
Mark Isham,male,Original Score,1993
Michael Gore,male,Original Score,1984
Michael Gore,male,Original Score,1981
Jack Nitzsche,male,Original Score,1983
Rod Temperton,male,Original Score,1986
Richard Rodney Bennett,male,Original Score,1968
Jonas Gwangwa,male,Original Score,1988
Leigh Harline,male,Original Score,1941
Richard Hageman,male,Original Score,1939
Richard Hageman,male,Original Score,1941
Richard Hageman,male,Original Score,1941
Lucien Moraweck,male,Original Score,1940
Ludovic Bource,male,Original Score,2012
Ned Washington,male,Original Score,1941
Robert B. Sherman,male,Original Score,1965
Bub Asman,male,Sound Editing,2007
Bub Asman,male,Sound Editing,2007
Bub Asman,male,Sound Editing,1997
Bub Asman,male,Sound Editing,2015
Bub Asman,male,Sound Editing,2017
Charles L. Campbell,male,Sound Editing,1983
Charles L. Campbell,male,Sound Editing,1991
Charles L. Campbell,male,Sound Editing,1989
Charles L. Campbell,male,Sound Editing,1986
David A. Whittaker,male,Sound Editing,1997
Gary Rydstrom,male,Sound Editing,2012
Gary Rydstrom,male,Sound Editing,1999
Gary Rydstrom,male,Sound Editing,1992
Gary Rydstrom,male,Sound Editing,1992
Gary Rydstrom,male,Sound Editing,1994
Richard Hymns,male,Sound Editing,2012
Richard Hymns,male,Sound Editing,1999
Richard Hymns,male,Sound Editing,2000
Richard Hymns,male,Sound Editing,1992
Richard Hymns,male,Sound Editing,1990
Richard Hymns,male,Sound Editing,1989
Richard Hymns,male,Sound Editing,1994
Richard Hymns,male,Sound Editing,2014
Robert Rutledge,male,Sound Editing,1986
Alan Robert Murray,male,Sound Editing,2007
Alan Robert Murray,male,Sound Editing,1990
Alan Robert Murray,male,Sound Editing,1986
Wylie Stateman,male,Sound Editing,2010
Wylie Stateman,male,Sound Editing,2009
Wylie Stateman,male,Sound Editing,2013
Wylie Stateman,male,Sound Editing,2006
Wylie Stateman,male,Sound Editing,1994
Wylie Stateman,male,Sound Editing,2014
Wylie Stateman,male,Sound Editing,2017
Per Hallberg,male,Sound Editing,2008
Per Hallberg,male,Sound Editing,2013
Per Hallberg,male,Sound Editing,1998
Per Hallberg,male,Sound Editing,1996
Erik Aadahl,male,Sound Editing,2012
Erik Aadahl,male,Sound Editing,2013
Eugene Gearty,male,Sound Editing,2012
Eugene Gearty,male,Sound Editing,2013
Mike Le Mare,male,Sound Editing,1983
Theo Green,male,Sound Editing,2018
Frederick Brown,male,Sound Editing,1986
Robert Bratton,male,Sound Editing,1965
Robert Bratton,male,Sound Editing,1964
Dane Davis,male,Sound Editing,2000
Stephen Hunter Flick,male,Sound Editing,1983
Stephen Hunter Flick,male,Sound Editing,1995
Stephen Hunter Flick,male,Sound Editing,1991
Stephen Hunter Flick,male,Sound Editing,1989
Cecelia Hall,female,Sound Editing,1991
Cecelia Hall,female,Sound Editing,1987
Robert G. Henderson,male,Sound Editing,1990
Robert G. Henderson,male,Sound Editing,1986
Gloria Borders,female,Sound Editing,1995
Gloria Borders,female,Sound Editing,1992
William Manger,male,Sound Editing,1990
Brent Burge,male,Sound Editing,2014
Brent Burge,male,Sound Editing,2015
Tom Sayers,male,Sound Editing,2009
Aaron Glascock,male,Sound Editing,2015
Ai-Ling Lee,female,Sound Editing,2017
Rick Baker,male,Makeup and Hairstyling,1982
Rick Baker,male,Makeup and Hairstyling,2011
Rick Baker,male,Makeup and Hairstyling,2008
Rick Baker,male,Makeup and Hairstyling,1988
Rick Baker,male,Makeup and Hairstyling,1985
Rick Baker,male,Makeup and Hairstyling,2000
Rick Baker,male,Makeup and Hairstyling,1998
Rick Baker,male,Makeup and Hairstyling,2001
Rick Baker,male,Makeup and Hairstyling,1995
Rick Baker,male,Makeup and Hairstyling,1997
Rick Baker,male,Makeup and Hairstyling,1989
Michèle Burke,female,Makeup and Hairstyling,1983
Michèle Burke,female,Makeup and Hairstyling,1993
Michèle Burke,female,Makeup and Hairstyling,2000
Michèle Burke,female,Makeup and Hairstyling,2001
Michèle Burke,female,Makeup and Hairstyling,1991
Michèle Burke,female,Makeup and Hairstyling,1987
Richard Taylor,male,Makeup and Hairstyling,2004
Richard Taylor,male,Makeup and Hairstyling,2002
Paul LeBlanc,male,Makeup and Hairstyling,1985
Howard Berger,male,Makeup and Hairstyling,2013
Howard Berger,male,Makeup and Hairstyling,2006
Tom Smith,male,Makeup and Hairstyling,1983
Jenny Shircore,female,Makeup and Hairstyling,2010
Jenny Shircore,female,Makeup and Hairstyling,1999
Peter Frampton,male,Makeup and Hairstyling,1996
Stephan Dupuis,male,Makeup and Hairstyling,1987
Nick Dudman,male,Makeup and Hairstyling,2012
Christien Tinsley,male,Makeup and Hairstyling,2005
"John Caglione, Jr.",male,Makeup and Hairstyling,2009
"John Caglione, Jr.",male,Makeup and Hairstyling,1991
Lynn Johnson,female,Makeup and Hairstyling,2012
Tami Lane,female,Makeup and Hairstyling,2013
Tami Lane,female,Makeup and Hairstyling,2006
Kazuhiro Tsuji,male,Makeup and Hairstyling,2007
Kazuhiro Tsuji,male,Makeup and Hairstyling,2008
Maurizio Silvi,male,Makeup and Hairstyling,2002
Peter King,male,Makeup and Hairstyling,2013
Peter King,male,Makeup and Hairstyling,2004
