name,gender,nom_category,year
Dimitri Tiomkin,male,Original Dramatic or Comedy Score,1943
Dimitri Tiomkin,male,Original Dramatic or Comedy Score,1950
Dimitri Tiomkin,male,Original Dramatic or Comedy Score,1955
Dimitri Tiomkin,male,Original Dramatic or Comedy Score,1953
Dimitri Tiomkin,male,Original Dramatic or Comedy Score,1957
Dimitri Tiomkin,male,Original Dramatic or Comedy Score,1961
Dimitri Tiomkin,male,Original Dramatic or Comedy Score,1945
Dimitri Tiomkin,male,Original Dramatic or Comedy Score,1962
Arthur Lange,male,Original Dramatic or Comedy Score,1944
Arthur Lange,male,Original Dramatic or Comedy Score,1945
Arthur Lange,male,Original Dramatic or Comedy Score,1946
George Duning,male,Original Dramatic or Comedy Score,1956
George Duning,male,Original Dramatic or Comedy Score,1954
George Duning,male,Original Dramatic or Comedy Score,1951
Louis Applebaum,male,Original Dramatic or Comedy Score,1946
Ann Ronell,female,Original Dramatic or Comedy Score,1946
Harry Sukman,male,Original Dramatic or Comedy Score,1962
Bronisław Kaper,male,Original Dramatic or Comedy Score,1954
Constantin Bakaleinikoff,male,Original Dramatic or Comedy Score,1944
Constantin Bakaleinikoff,male,Original Dramatic or Comedy Score,1945
Walter Scharf,male,Original Dramatic or Comedy Score,1944
Walter Scharf,male,Original Dramatic or Comedy Score,1945
Roy Webb,male,Original Dramatic or Comedy Score,1944
Roy Webb,male,Original Dramatic or Comedy Score,1943
Roy Webb,male,Original Dramatic or Comedy Score,1943
Roy Webb,male,Original Dramatic or Comedy Score,1945
Roy Webb,male,Original Dramatic or Comedy Score,1946
Brian Easdale,male,Original Dramatic or Comedy Score,1949
Freddie Rich,male,Original Dramatic or Comedy Score,1945
Gerard Carbonara,male,Original Dramatic or Comedy Score,1944
Morris Stoloff,male,Original Dramatic or Comedy Score,1944
Morris Stoloff,male,Original Dramatic or Comedy Score,1943
Morris Stoloff,male,Original Dramatic or Comedy Score,1954
Morris Stoloff,male,Original Dramatic or Comedy Score,1945
Morris Stoloff,male,Original Dramatic or Comedy Score,1962
Morris Stoloff,male,Original Dramatic or Comedy Score,1946
Herschel Burke Gilbert,male,Original Dramatic or Comedy Score,1953
Herbert Stothart,male,Original Dramatic or Comedy Score,1944
Herbert Stothart,male,Original Dramatic or Comedy Score,1943
Herbert Stothart,male,Original Dramatic or Comedy Score,1945
Herbert Stothart,male,Original Dramatic or Comedy Score,1946
Louis Forbes,male,Original Dramatic or Comedy Score,1954
Louis Forbes,male,Original Dramatic or Comedy Score,1946
Robert E. Dolan,male,Original Dramatic or Comedy Score,1946
Karl Hajos,male,Original Dramatic or Comedy Score,1945
Karl Hajos,male,Original Dramatic or Comedy Score,1946
Albert Arnold Gillespie,male,Special Effects,1944
Albert Arnold Gillespie,male,Special Effects,1959
Albert Arnold Gillespie,male,Special Effects,1948
Albert Arnold Gillespie,male,Special Effects,1942
Albert Arnold Gillespie,male,Special Effects,1940
Albert Arnold Gillespie,male,Special Effects,1943
Albert Arnold Gillespie,male,Special Effects,1941
Albert Arnold Gillespie,male,Special Effects,1957
Albert Arnold Gillespie,male,Special Effects,1963
Albert Arnold Gillespie,male,Special Effects,1945
Albert Arnold Gillespie,male,Special Effects,1960
Albert Arnold Gillespie,male,Special Effects,1946
Edmund H. Hansen,male,Special Effects,1942
Edmund H. Hansen,male,Special Effects,1940
Edmund H. Hansen,male,Special Effects,1941
Loren L. Ryder,male,Special Effects,1940
Loren L. Ryder,male,Special Effects,1941
Arthur Johns,male,Special Effects,1940
Arthur Johns,male,Special Effects,1941
Arthur Johns,male,Special Effects,1945
Arthur Johns,male,Special Effects,1946
Bernard B. Brown,male,Special Effects,1943
Bernard B. Brown,male,Special Effects,1941
Bernard B. Brown,male,Special Effects,1941
Byron Haskin,male,Special Effects,1942
Byron Haskin,male,Special Effects,1940
Byron Haskin,male,Special Effects,1943
Byron Haskin,male,Special Effects,1941
Edwin C. Hahn,male,Special Effects,1940
Thomas T. Moulton,male,Special Effects,1944
Thomas T. Moulton,male,Special Effects,1943
Thomas T. Moulton,male,Special Effects,1941
Thomas T. Moulton,male,Special Effects,1941
Roy Davidson,male,Special Effects,1940
Herbert Norsch,male,Special Effects,1941
James G. Stewart,male,Special Effects,1944
James G. Stewart,male,Special Effects,1943
James G. Stewart,male,Special Effects,1945
James G. Stewart,male,Special Effects,1949
John O. Aalberg,male,Special Effects,1941
Warren Newcombe,male,Special Effects,1948
Warren Newcombe,male,Special Effects,1943
Warren Newcombe,male,Special Effects,1945
Robert A. Mattey,male,Special Effects,1962
Gene Warren,male,Special Effects,1961
Wesley C. Miller,male,Special Effects,1957
Devereux Jennings,male,Special Effects,1948
Paul Eagler,male,Special Effects,1941
Paul Eagler,male,Special Effects,1949
Paul Detlefsen,male,Special Effects,1945
Joe Lapis,male,Special Effects,1941
Clarence Slifer,male,Special Effects,1944
Harry Kusnick,male,Special Effects,1945
William H. Wilmarth,male,Special Effects,1942
William H. Wilmarth,male,Special Effects,1943
Bill Warrington,male,Special Effects,1962
Rex Wimpy,male,Special Effects,1944
James B. Gordon,male,Special Effects,1960
Pete Smith,male,"Live Action Short Film, One-Reel",1944
Pete Smith,male,"Live Action Short Film, One-Reel",1948
Pete Smith,male,"Live Action Short Film, One-Reel",1942
Pete Smith,male,"Live Action Short Film, One-Reel",1937
Pete Smith,male,"Live Action Short Film, One-Reel",1943
Pete Smith,male,"Live Action Short Film, One-Reel",1941
Pete Smith,male,"Live Action Short Film, One-Reel",1950
Pete Smith,male,"Live Action Short Film, One-Reel",1951
Pete Smith,male,"Live Action Short Film, One-Reel",1945
Pete Smith,male,"Live Action Short Film, One-Reel",1949
Pete Smith,male,"Live Action Short Film, One-Reel",1947
Herbert Moulton,male,"Live Action Short Film, One-Reel",1948
Herbert Moulton,male,"Live Action Short Film, One-Reel",1949
Herbert Moulton,male,"Live Action Short Film, One-Reel",1946
Jack Eaton,male,"Live Action Short Film, One-Reel",1954
Jack Eaton,male,"Live Action Short Film, One-Reel",1950
Jack Eaton,male,"Live Action Short Film, One-Reel",1953
Jack Eaton,male,"Live Action Short Film, One-Reel",1947
Jack Eaton,male,"Live Action Short Film, One-Reel",1952
Boris Vermont,male,"Live Action Short Film, One-Reel",1954
Boris Vermont,male,"Live Action Short Film, One-Reel",1953
Konstantin Kalser,male,"Live Action Short Film, One-Reel",1957
Hanns Eisler,male,Original Dramatic or Comedy Score,1944
Hanns Eisler,male,Original Dramatic or Comedy Score,1945
Franz Waxman,male,Original Dramatic or Comedy Score,1951
Morton Scott,male,Original Dramatic or Comedy Score,1946
Edmund Reek,male,"Live Action Short Film, One-Reel",1945
Cedric Francis,male,"Live Action Short Film, One-Reel",1957
Joseph O'Brien,male,"Live Action Short Film, One-Reel",1946
Walt Disney,male,"Live Action Short Film, Two-Reel",1956
Walt Disney,male,"Live Action Short Film, Two-Reel",1954
Walt Disney,male,"Live Action Short Film, Two-Reel",1954
Walt Disney,male,"Live Action Short Film, Two-Reel",1955
Walt Disney,male,"Live Action Short Film, Two-Reel",1953
Walt Disney,male,"Live Action Short Film, Two-Reel",1957
Walt Disney,male,"Live Action Short Film, Two-Reel",1951
Walt Disney,male,"Live Action Short Film, Two-Reel",1949
Walt Disney,male,"Live Action Short Film, Two-Reel",1952
Dore Schary,male,"Live Action Short Film, Two-Reel",1956
Chester M. Franklin,male,"Live Action Short Film, Two-Reel",1946
George K. Arthur,male,"Live Action Short Film, Two-Reel",1956
George K. Arthur,male,"Live Action Short Film, Two-Reel",1957
Jerry Bresler,male,"Live Action Short Film, Two-Reel",1944
Jerry Bresler,male,"Live Action Short Film, Two-Reel",1945
Jerry Bresler,male,"Live Action Short Film, Two-Reel",1947
"Frederic Ullman, Jr.",male,"Live Action Short Film, Two-Reel",1944
Cedric Francis,male,"Live Action Short Film, Two-Reel",1956
Cedric Francis,male,"Live Action Short Film, Two-Reel",1954
Cedric Francis,male,"Live Action Short Film, Two-Reel",1955
Herbert Morgan,male,"Live Action Short Film, Two-Reel",1948
Herbert Morgan,male,"Live Action Short Film, Two-Reel",1953
Herbert Morgan,male,"Live Action Short Film, Two-Reel",1949
George Templeton,male,"Live Action Short Film, Two-Reel",1947
George Templeton,male,"Live Action Short Film, Two-Reel",1946
Harry Grey,male,"Live Action Short Film, Two-Reel",1948
Harry Grey,male,"Live Action Short Film, Two-Reel",1949
Franz Waxman,male,"Score, Adaptation or Treatment",1939
Michel Legrand,male,"Score, Adaptation or Treatment",1966
Malcolm Arnold,male,"Score, Adaptation or Treatment",1958
W. Franke Harling,male,"Score, Adaptation or Treatment",1940
Leigh Harline,male,"Score, Adaptation or Treatment",1938
Leigh Harline,male,"Score, Adaptation or Treatment",1963
Richard Hageman,male,"Score, Adaptation or Treatment",1940
Hal Roach,male,"Live Action Short Film, One-Reel",1937
Robert Youngson,male,"Live Action Short Film, One-Reel",1956
Robert Youngson,male,"Live Action Short Film, One-Reel",1955
Robert Youngson,male,"Live Action Short Film, One-Reel",1957
Robert Youngson,male,"Live Action Short Film, One-Reel",1951
Robert Youngson,male,"Live Action Short Film, One-Reel",1952
Grantland Rice,male,"Live Action Short Film, One-Reel",1944
Grantland Rice,male,"Live Action Short Film, One-Reel",1946
Gordon Hollingshead,male,"Live Action Short Film, One-Reel",1944
Gordon Hollingshead,male,"Live Action Short Film, One-Reel",1948
Gordon Hollingshead,male,"Live Action Short Film, One-Reel",1950
Gordon Hollingshead,male,"Live Action Short Film, One-Reel",1953
Gordon Hollingshead,male,"Live Action Short Film, One-Reel",1951
Gordon Hollingshead,male,"Live Action Short Film, One-Reel",1945
Gordon Hollingshead,male,"Live Action Short Film, One-Reel",1949
Gordon Hollingshead,male,"Live Action Short Film, One-Reel",1949
Gordon Hollingshead,male,"Live Action Short Film, One-Reel",1947
Gordon Hollingshead,male,"Live Action Short Film, One-Reel",1947
Gordon Hollingshead,male,"Live Action Short Film, One-Reel",1946
Johnny Green,male,"Live Action Short Film, One-Reel",1954
Johnny Green,male,"Live Action Short Film, One-Reel",1955
Norman McLaren,male,"Live Action Short Film, One-Reel",1953
Otto Lang,male,"Live Action Short Film, One-Reel",1955
Edmund Reek,male,"Live Action Short Film, One-Reel",1944
Edmund Reek,male,"Live Action Short Film, One-Reel",1956
Edmund Reek,male,"Live Action Short Film, One-Reel",1949
Edmund Reek,male,"Live Action Short Film, One-Reel",1947
Edmund Reek,male,"Live Action Short Film, One-Reel",1946
Pete Smith,male,"Live Action Short Film, One-Reel",1938
Ralph Staub,male,"Live Action Short Film, One-Reel",1944
Ralph Staub,male,"Live Action Short Film, One-Reel",1945
Ralph Staub,male,"Live Action Short Film, One-Reel",1946
Jerry Fairbanks,male,"Live Action Short Film, One-Reel",1948
Jerry Fairbanks,male,"Live Action Short Film, One-Reel",1945
Justin Herman,male,"Live Action Short Film, One-Reel",1956
Justin Herman,male,"Live Action Short Film, One-Reel",1950
Walton C. Ament,male,"Live Action Short Film, One-Reel",1950
Lene Bausager,female,"Live Action Short Film, One-Reel",2006
Thomas Mead,male,"Live Action Short Film, One-Reel",1948
Thomas Mead,male,"Live Action Short Film, One-Reel",1946
Robert G. Leffingwell,male,"Live Action Short Film, One-Reel",1952
Vincenzo Lucci-Chiarissi,male,"Live Action Short Film, One-Reel",1954
Carson Davidson,male,"Live Action Short Film, One-Reel",1956
Fred Sersen,male,Special Effects,1944
Fred Sersen,male,Special Effects,1942
Fred Sersen,male,Special Effects,1940
Fred Sersen,male,Special Effects,1943
Fred Sersen,male,Special Effects,1941
Fred Sersen,male,Special Effects,1945
Fred Sersen,male,Special Effects,1949
Fred Sersen,male,Special Effects,1946
Douglas Shearer,male,Special Effects,1948
Douglas Shearer,male,Special Effects,1942
Douglas Shearer,male,Special Effects,1940
Douglas Shearer,male,Special Effects,1943
Douglas Shearer,male,Special Effects,1941
Douglas Shearer,male,Special Effects,1945
Ronald Neame,male,Special Effects,1943
C. C. Stevens,male,Special Effects,1943
Jack Cosgrove,male,Special Effects,1940
Jack Cosgrove,male,Special Effects,1943
Jack Cosgrove,male,Special Effects,1941
Jack Cosgrove,male,Special Effects,1945
Jack Cosgrove,male,Special Effects,1946
Vernon L. Walker,male,Special Effects,1944
Vernon L. Walker,male,Special Effects,1943
Vernon L. Walker,male,Special Effects,1941
Vernon L. Walker,male,Special Effects,1945
George Dutton,male,Special Effects,1944
George Dutton,male,Special Effects,1948
George Dutton,male,Special Effects,1945
Howard Lydecker,male,Special Effects,1943
Howard Lydecker,male,Special Effects,1941
Jack Whitney,male,Special Effects,1941
John P. Fulton,male,Special Effects,1942
John P. Fulton,male,Special Effects,1943
John P. Fulton,male,Special Effects,1941
John P. Fulton,male,Special Effects,1941
John P. Fulton,male,Special Effects,1957
John P. Fulton,male,Special Effects,1946
Carlton W. Faulkner,male,Special Effects,1960
Albert Whitlock,male,Special Effects,1968
Roy Seawright,male,Special Effects,1942
Roy Seawright,male,Special Effects,1940
Roy Seawright,male,Special Effects,1941
William C. McGann,male,Special Effects,1947
Ray Binger,male,Special Effects,1944
Ray Binger,male,Special Effects,1943
Ray Binger,male,Special Effects,1941
Chris Greenham,male,Special Effects,1962
Ray Cory,male,Special Effects,1945
Roy Granville,male,Special Effects,1944
Roy Granville,male,Special Effects,1945
David Allen,male,Special Effects,1945
Fred Albin,male,Special Effects,1940
William Hedgcock,male,Special Effects,1941
Milo B. Lory,male,Special Effects,1963
Milo B. Lory,male,Special Effects,1960
John Crouse,male,Special Effects,1945
Tom Howard,male,Special Effects,1959
Tom Howard,male,Special Effects,1947
Harry M. Leonard,male,Special Effects,1946
Robert MacDonald,male,Special Effects,1963
Robert MacDonald,male,Special Effects,1960
Robert MacDonald,male,Special Effects,1946
Charles L. Freeman,male,Special Effects,1949
Jacques Maumont,male,Special Effects,1963
"Howard A. Anderson, Jr.",male,Special Effects,1968
Hugo Riesenfeld,male,"Score, Adaptation or Treatment",1938
Maurice Jarre,male,"Score, Adaptation or Treatment",1964
André Previn,male,"Score, Adaptation or Treatment",1965
André Previn,male,"Score, Adaptation or Treatment",1964
André Previn,male,"Score, Adaptation or Treatment",1968
Frank Skinner,male,"Score, Adaptation or Treatment",1939
George Martin,male,"Score, Adaptation or Treatment",1965
Aaron Copland,male,"Score, Adaptation or Treatment",1940
Aaron Copland,male,"Score, Adaptation or Treatment",1941
Erich Wolfgang Korngold,male,"Score, Adaptation or Treatment",1940
Erich Wolfgang Korngold,male,"Score, Adaptation or Treatment",1941
Artie Shaw,male,"Score, Adaptation or Treatment",1941
Ken Thorne,male,"Score, Adaptation or Treatment",1967
Max Steiner,male,"Score, Adaptation or Treatment",1936
Max Steiner,male,"Score, Adaptation or Treatment",1939
Max Steiner,male,"Score, Adaptation or Treatment",1937
Max Steiner,male,"Score, Adaptation or Treatment",1935
Max Steiner,male,"Score, Adaptation or Treatment",1935
Victor Young,male,"Score, Adaptation or Treatment",1940
Victor Young,male,"Score, Adaptation or Treatment",1941
Alfred Newman,male,"Score, Adaptation or Treatment",1939
Alfred Newman,male,"Score, Adaptation or Treatment",1939
Alfred Newman,male,"Score, Adaptation or Treatment",1940
Alfred Newman,male,"Score, Adaptation or Treatment",1941
Alfred Newman,male,"Score, Adaptation or Treatment",1938
Alfred Newman,male,"Score, Adaptation or Treatment",1938
Alfred Newman,male,"Score, Adaptation or Treatment",1968
